locus_tag	ftype	length_bp	gene	EC_number	COG	product
JS526_03614	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
JS526_03615	gene	1323	xylA			
JS526_03615	CDS	1323	xylA	5.3.1.5		Xylose isomerase
JS526_03616	gene	993	xylF			
JS526_03616	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
JS526_03617	gene	1542	xylG			
JS526_03617	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
JS526_03618	gene	1182	xylH			
JS526_03618	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
JS526_03619	gene	1179	xylR			
JS526_03619	CDS	1179	xylR			Xylose operon regulatory protein
JS526_03620	gene	825				
JS526_03620	CDS	825				hypothetical protein
JS526_03621	gene	2031	malS			
JS526_03621	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
JS526_03622	gene	1254	avtA			
JS526_03622	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
JS526_03623	gene	474	hyfA_5			
JS526_03623	CDS	474	hyfA_5	1.-.-.-	COG1142	Hydrogenase-4 component A
JS526_03624	gene	849	yiaJ			
JS526_03624	CDS	849	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
JS526_03625	gene	999	dlgD			
JS526_03625	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
JS526_03626	gene	468	yhcH_2			
JS526_03626	CDS	468	yhcH_2		COG2731	putative protein YhcH
JS526_03627	gene	474	yiaM			
JS526_03627	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
JS526_03628	gene	1278	siaM			
JS526_03628	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
JS526_03629	gene	987	yiaO			
JS526_03629	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
JS526_03630	gene	1497	lyx			
JS526_03630	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
JS526_03631	gene	663	sgbH			
JS526_03631	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
JS526_03632	gene	861	ulaE_1			
JS526_03632	CDS	861	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
JS526_03633	gene	696	sgbE			
JS526_03633	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
JS526_03634	gene	741	mipA_2			
JS526_03634	CDS	741	mipA_2		COG3713	MltA-interacting protein
JS526_03635	gene	975				
JS526_03635	CDS	975				hypothetical protein
JS526_03636	gene	1137	yiaV			
JS526_03636	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
JS526_03637	gene	324	yiaW_1			
JS526_03637	CDS	324	yiaW_1			Inner membrane protein YiaW
JS526_03638	gene	213				
JS526_03638	CDS	213				hypothetical protein
JS526_03639	gene	1539	aldB			
JS526_03639	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
JS526_03640	gene	1152	adhB			
JS526_03640	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
JS526_03641	gene	1845	selB			
JS526_03641	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
JS526_03642	gene	1392	selA			
JS526_03642	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
JS526_03643	gene	609	yibF			
JS526_03643	CDS	609	yibF		COG0625	putative GST-like protein YibF
JS526_03644	gene	447				
JS526_03644	CDS	447				hypothetical protein
JS526_03645	gene	546	hemG			
JS526_03645	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
JS526_03646	gene	1452	trkH			
JS526_03646	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
JS526_03647	gene	615	yigZ			
JS526_03647	CDS	615	yigZ		COG1739	IMPACT family member YigZ
JS526_03648	gene	1332	pepQ			
JS526_03648	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
JS526_03649	gene	2190	fadB			
JS526_03649	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
JS526_03650	gene	1164	fadA			
JS526_03650	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
JS526_03651	gene	702	fre			
JS526_03651	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
JS526_03652	gene	1494	ubiD			
JS526_03652	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
JS526_03653	gene	489	rfaH			
JS526_03653	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
JS526_03654	gene	783	tatD			
JS526_03654	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
JS526_03655	gene	777	tatC			
JS526_03655	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
JS526_03656	gene	516	tatB			
JS526_03656	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
JS526_03657	gene	270	tatA			
JS526_03657	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
JS526_03658	gene	1641	ubiB			
JS526_03658	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
JS526_03659	gene	606	ubiJ_2			
JS526_03659	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
JS526_03660	gene	756	ubiE			
JS526_03660	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
JS526_03661	gene	1428				
JS526_03661	CDS	1428				hypothetical protein
JS526_03662	gene	762	udp			
JS526_03662	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
JS526_03663	gene	816	clcD			
JS526_03663	CDS	816	clcD	3.1.1.45		Carboxymethylenebutenolidase
JS526_03664	gene	2262	metE			
JS526_03664	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
JS526_03665	gene	954	metR			
JS526_03665	CDS	954	metR			HTH-type transcriptional regulator MetR
JS526_03666	gene	900	bioP			
JS526_03666	CDS	900	bioP		COG0697	Biotin transporter
JS526_03667	gene	801	yigL			
JS526_03667	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
JS526_03668	gene	1023	pldB			
JS526_03668	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
JS526_03669	gene	621	rhtB			
JS526_03669	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
JS526_03670	gene	621	rhtC_2			
JS526_03670	CDS	621	rhtC_2		COG1280	Threonine efflux protein
JS526_03671	gene	1836	recQ			
JS526_03671	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
JS526_03672	gene	870	pldA			
JS526_03672	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
JS526_03673	gene	468				
JS526_03673	CDS	468				hypothetical protein
JS526_03674	gene	891	rarD			
JS526_03674	CDS	891	rarD		COG2962	Protein RarD
JS526_03675	gene	381	yigG			
JS526_03675	CDS	381	yigG			Inner membrane protein YigG
JS526_03676	gene	381				
JS526_03676	CDS	381				hypothetical protein
JS526_03677	gene	951	corA			
JS526_03677	CDS	951	corA		COG0598	Magnesium transport protein CorA
JS526_03678	gene	765				
JS526_03678	CDS	765				hypothetical protein
JS526_03679	gene	2163	uvrD			
JS526_03679	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
JS526_03680	gene	717	yigB			
JS526_03680	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
JS526_03681	gene	897	xerC_3			
JS526_03681	CDS	897	xerC_3		COG4973	Tyrosine recombinase XerC
JS526_03682	gene	708				
JS526_03682	CDS	708				hypothetical protein
JS526_03683	gene	825	dapF			
JS526_03683	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
JS526_03684	gene	204				
JS526_03684	CDS	204				hypothetical protein
JS526_03685	gene	321	cyaY			
JS526_03685	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
JS526_03686	gene	2547	cyaA			
JS526_03686	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
JS526_03687	gene	963	hemC			
JS526_03687	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
JS526_03688	gene	741	hemD			
JS526_03688	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
JS526_03689	gene	1182	hemX			
JS526_03689	CDS	1182	hemX		COG2959	Protein HemX
JS526_03690	gene	1197	hemY			
JS526_03690	CDS	1197	hemY		COG3071	Protein HemY
JS526_03691	gene	1656				
JS526_03691	CDS	1656		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
JS526_03692	gene	1236	chuR_2			
JS526_03692	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
JS526_03693	gene	77				
JS526_03693	tRNA	77				tRNA-Pro(tgg)
JS526_03694	gene	87				
JS526_03694	tRNA	87				tRNA-Leu(cag)
JS526_03695	gene	76				
JS526_03695	tRNA	76				tRNA-His(gtg)
JS526_03696	gene	77				
JS526_03696	tRNA	77				tRNA-Arg(ccg)
JS526_03697	gene	1386	yifK			
JS526_03697	CDS	1386	yifK		COG1113	putative transport protein YifK
JS526_03698	gene	741	wecG			
JS526_03698	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
JS526_03699	gene	1353	wzyE			
JS526_03699	CDS	1353	wzyE			putative ECA polymerase
JS526_03700	gene	1080	wecF			
JS526_03700	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
JS526_03701	gene	1251	wzxE			
JS526_03701	CDS	1251	wzxE		COG2244	Lipid III flippase
JS526_03702	gene	1131	wecE			
JS526_03702	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
JS526_03703	gene	675	wecD			
JS526_03703	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
JS526_03704	gene	882	rffH			
JS526_03704	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
JS526_03705	gene	1068	rffG			
JS526_03705	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
JS526_03706	gene	1263	wecC			
JS526_03706	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
JS526_03707	gene	1131	wecB			
JS526_03707	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
JS526_03708	gene	1047	wzzE			
JS526_03708	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
JS526_03709	gene	1104	wecA			
JS526_03709	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
JS526_03710	gene	219				
JS526_03710	CDS	219				hypothetical protein
JS526_03711	gene	1260	rho			
JS526_03711	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
JS526_03712	gene	330	trxA			
JS526_03712	CDS	330	trxA		COG0526	Thioredoxin 1
JS526_03713	gene	1128	rhlB			
JS526_03713	CDS	1128	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
JS526_03714	gene	1485	gppA			
JS526_03714	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
JS526_03715	gene	2022	rep			
JS526_03715	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
JS526_03716	gene	219				
JS526_03716	CDS	219				hypothetical protein
JS526_03717	gene	282	ppiC			
JS526_03717	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
JS526_03718	gene	1476	ilvC			
JS526_03718	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
JS526_03719	gene	894	gltC_2			
JS526_03719	CDS	894	gltC_2			HTH-type transcriptional regulator GltC
JS526_03720	gene	1545	ilvA			
JS526_03720	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
JS526_03721	gene	1851	ilvD			
JS526_03721	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
JS526_03722	gene	930	ilvE			
JS526_03722	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
JS526_03723	gene	264	ilvM			
JS526_03723	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
JS526_03724	gene	1647	ilvG			
JS526_03724	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
JS526_03725	gene	1521	comM			
JS526_03725	CDS	1521	comM		COG0606	Competence protein ComM
JS526_03726	gene	339				
JS526_03726	CDS	339				hypothetical protein
JS526_03727	gene	840	hdfR_2			
JS526_03727	CDS	840	hdfR_2			HTH-type transcriptional regulator HdfR
JS526_03728	gene	76				
JS526_03728	tRNA	76				tRNA-Trp(cca)
JS526_03729	gene	1590	purH			
JS526_03729	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
JS526_03730	gene	1290	purD			
JS526_03730	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
JS526_03731	gene	1326	zraR			
JS526_03731	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
JS526_03732	gene	1398	zraS			
JS526_03732	CDS	1398	zraS	2.7.13.3		Sensor protein ZraS
JS526_03733	gene	129				
JS526_03733	CDS	129				hypothetical protein
JS526_03734	gene	426	zraP			
JS526_03734	CDS	426	zraP		COG3678	Zinc resistance-associated protein
JS526_03735	gene	636				
JS526_03735	CDS	636				hypothetical protein
JS526_03736	gene	273	hupA			
JS526_03736	CDS	273	hupA			DNA-binding protein HU-alpha
JS526_03737	gene	591				
JS526_03737	CDS	591			COG3068	putative protein
JS526_03738	gene	672	nfi			
JS526_03738	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
JS526_03739	gene	1065	hemE			
JS526_03739	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
JS526_03740	gene	774	nudC			
JS526_03740	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
JS526_03741	gene	477	rsd			
JS526_03741	CDS	477	rsd		COG3160	Regulator of sigma D
JS526_03742	gene	1896	thiC			
JS526_03742	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
JS526_03743	gene	636	thiE			
JS526_03743	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
JS526_03744	gene	756	thiF			
JS526_03744	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
JS526_03745	gene	201	thiS			
JS526_03745	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
JS526_03746	gene	771	thiG			
JS526_03746	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
JS526_03747	gene	1134	thiH			
JS526_03747	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
JS526_03748	gene	540	htrC			
JS526_03748	CDS	540	htrC			Heat shock protein C
JS526_03749	gene	4224	rpoC			
JS526_03749	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
JS526_03750	gene	4029	rpoB			
JS526_03750	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
JS526_03751	gene	366	rplL			
JS526_03751	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
JS526_03752	gene	498	rplJ			
JS526_03752	CDS	498	rplJ		COG0244	50S ribosomal protein L10
JS526_03753	gene	705	rplA			
JS526_03753	CDS	705	rplA		COG0081	50S ribosomal protein L1
JS526_03754	gene	429	rplK			
JS526_03754	CDS	429	rplK		COG0080	50S ribosomal protein L11
JS526_03755	gene	546	nusG			
JS526_03755	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
JS526_03756	gene	384	secE			
JS526_03756	CDS	384	secE		COG0690	Protein translocase subunit SecE
JS526_03757	gene	273	tuf_2			
JS526_03757	CDS	273	tuf_2			Elongation factor Tu
JS526_03758	gene	76				
JS526_03758	tRNA	76				tRNA-Thr(ggt)
JS526_03759	gene	75				
JS526_03759	tRNA	75				tRNA-Gly(tcc)
JS526_03760	gene	85				
JS526_03760	tRNA	85				tRNA-Tyr(gta)
JS526_03761	gene	76				
JS526_03761	tRNA	76				tRNA-Thr(tgt)
JS526_03762	gene	927	coaA_2			
JS526_03762	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
JS526_03763	gene	966	birA			
JS526_03763	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
JS526_03764	gene	1029	murB			
JS526_03764	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JS526_03765	gene	858	murI			
JS526_03765	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
JS526_03766	gene	1845	btuB_1			
JS526_03766	CDS	1845	btuB_1		COG4206	Vitamin B12 transporter BtuB
JS526_03767	gene	1101	trmA			
JS526_03767	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
JS526_03768	gene	360	yijD			
JS526_03768	CDS	360	yijD			Inner membrane protein YijD
JS526_03769	gene	705	fabR			
JS526_03769	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
JS526_03770	gene	1401	sthA			
JS526_03770	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
JS526_03771	gene	918	oxyR_2			
JS526_03771	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
JS526_03772	gene	1374	argH			
JS526_03772	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
JS526_03773	gene	777	argB			
JS526_03773	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
JS526_03774	gene	1005	argC			
JS526_03774	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
JS526_03775	gene	1152	argE_2			
JS526_03775	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
JS526_03776	gene	2652	ppc			
JS526_03776	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
JS526_03777	gene	1734	eptC			
JS526_03777	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
JS526_03778	gene	852	rhaS_4			
JS526_03778	CDS	852	rhaS_4			HTH-type transcriptional activator RhaS
JS526_03779	gene	342	frwD			
JS526_03779	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
JS526_03780	gene	879	bssD			
JS526_03780	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
JS526_03781	gene	2298	cutC_2			
JS526_03781	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
JS526_03782	gene	321	fryB_2			
JS526_03782	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
JS526_03783	gene	1080	manP_1			
JS526_03783	CDS	1080	manP_1		COG1299	PTS system mannose-specific EIIBCA component
JS526_03784	gene	2502	fryA_2			
JS526_03784	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
JS526_03785	gene	663	fsaB			
JS526_03785	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
JS526_03786	gene	1104	gldA			
JS526_03786	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
JS526_03787	gene	618				
JS526_03787	CDS	618				hypothetical protein
JS526_03788	gene	906	yijE			
JS526_03788	CDS	906	yijE			putative cystine transporter YijE
JS526_03789	gene	2181	katG			
JS526_03789	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
JS526_03790	gene	891	metF			
JS526_03790	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
JS526_03791	gene	2433	metL			
JS526_03791	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
JS526_03792	gene	1161	metB			
JS526_03792	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
JS526_03793	gene	318	metJ			
JS526_03793	CDS	318	metJ		COG3060	Met repressor
JS526_03794	gene	609				
JS526_03794	CDS	609				hypothetical protein
JS526_03795	gene	213	rpmE			
JS526_03795	CDS	213	rpmE		COG0254	50S ribosomal protein L31
JS526_03796	gene	2199	priA			
JS526_03796	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
JS526_03797	gene	1026	cytR			
JS526_03797	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
JS526_03798	gene	855	ftsN			
JS526_03798	CDS	855	ftsN		COG3087	Cell division protein FtsN
JS526_03799	gene	531	hslV			
JS526_03799	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
JS526_03800	gene	1332	hslU			
JS526_03800	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
JS526_03801	gene	927	menA			
JS526_03801	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
JS526_03802	gene	486	rraA			
JS526_03802	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
JS526_03803	gene	240	zapB			
JS526_03803	CDS	240	zapB		COG3074	Cell division protein ZapB
JS526_03804	gene	846	glpF			
JS526_03804	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
JS526_03805	gene	1509	glpK			
JS526_03805	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
JS526_03806	gene	1011	glpX			
JS526_03806	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
JS526_03807	gene	747	fpr			
JS526_03807	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
JS526_03808	gene	429	uspD			
JS526_03808	CDS	429	uspD		COG0589	Universal stress protein D
JS526_03809	gene	300				
JS526_03809	CDS	300				hypothetical protein
JS526_03810	gene	441				
JS526_03810	CDS	441				hypothetical protein
JS526_03811	gene	600				
JS526_03811	CDS	600				hypothetical protein
JS526_03812	gene	768	tpiA			
JS526_03812	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
JS526_03813	gene	756	cdh			
JS526_03813	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
JS526_03814	gene	990	sbp			
JS526_03814	CDS	990	sbp		COG1613	Sulfate-binding protein
JS526_03815	gene	963	pfkA			
JS526_03815	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
JS526_03816	gene	903	fieF			
JS526_03816	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
JS526_03817	gene	501	cpxP			
JS526_03817	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
JS526_03818	gene	699	cpxR			
JS526_03818	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
JS526_03819	gene	1374	cpxA			
JS526_03819	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
JS526_03820	gene	675	yiiM			
JS526_03820	CDS	675	yiiM		COG2258	Protein YiiM
JS526_03821	gene	984	kdgT			
JS526_03821	CDS	984	kdgT			2-keto-3-deoxygluconate permease
JS526_03822	gene	621	sodA			
JS526_03822	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
JS526_03823	gene	1035	rhaT			
JS526_03823	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
JS526_03824	gene	939	rhaR_4			
JS526_03824	CDS	939	rhaR_4			HTH-type transcriptional activator RhaR
JS526_03825	gene	837	rhaS_5			
JS526_03825	CDS	837	rhaS_5			HTH-type transcriptional activator RhaS
JS526_03826	gene	1470	rhaB			
JS526_03826	CDS	1470	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
JS526_03827	gene	1260	rhaA			
JS526_03827	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
JS526_03828	gene	825	rhaD			
JS526_03828	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
JS526_03829	gene	315	rhaM			
JS526_03829	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
JS526_03830	gene	447	fruA_2			
JS526_03830	CDS	447	fruA_2		COG1299	PTS system fructose-specific EIIABC component
JS526_03831	gene	1452	manP_2			
JS526_03831	CDS	1452	manP_2		COG1299	PTS system mannose-specific EIIBCA component
JS526_03832	gene	1071	ysdC_2			
JS526_03832	CDS	1071	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
JS526_03833	gene	1749				
JS526_03833	CDS	1749				hypothetical protein
JS526_03834	gene	1056				
JS526_03834	CDS	1056				hypothetical protein
JS526_03835	gene	834	fdhD			
JS526_03835	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
JS526_03836	gene	588	fdoG_1			
JS526_03836	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
JS526_03837	gene	2415	fdoG_2			
JS526_03837	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
JS526_03838	gene	903	fdoH			
JS526_03838	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
JS526_03839	gene	636	fdoI			
JS526_03839	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
JS526_03840	gene	930	fdhE			
JS526_03840	CDS	930	fdhE		COG3058	Protein FdhE
JS526_03841	gene	183				
JS526_03841	CDS	183				hypothetical protein
JS526_03842	gene	243				
JS526_03842	CDS	243				hypothetical protein
JS526_03843	gene	219				
JS526_03843	CDS	219				hypothetical protein
JS526_03844	gene	108				
JS526_03844	CDS	108				hypothetical protein
JS526_03845	gene	942				
JS526_03845	CDS	942				hypothetical protein
JS526_03846	gene	438	dtd			
JS526_03846	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
JS526_03847	gene	873				
JS526_03847	CDS	873				hypothetical protein
JS526_03848	gene	600	yihX			
JS526_03848	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
JS526_03849	gene	786	csqR			
JS526_03849	CDS	786	csqR		COG1349	HTH-type transcriptional repressor CsqR
JS526_03850	gene	897	yihV			
JS526_03850	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
JS526_03851	gene	897	yihU			
JS526_03851	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
JS526_03852	gene	879	yihT			
JS526_03852	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
JS526_03853	gene	1242	yihS			
JS526_03853	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
JS526_03854	gene	927	yihR			
JS526_03854	CDS	927	yihR		COG2017	putative protein YihR
JS526_03855	gene	2037	yihQ			
JS526_03855	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
JS526_03856	gene	1386	yihP_1			
JS526_03856	CDS	1386	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
JS526_03857	gene	1404	yihP_2			
